1205003.8672,5031531.3554,NaN
1204945.9345,5031455.4252,NaN
1204855.0509,5031395.2237,NaN
1204789.0748,5031351.4413,NaN
1204787.6273,5031263.931,NaN
1204708.1496,5031127.6851,NaN
1204666.6673,5030988.5358,NaN
1204655.2677,5030907.8836,NaN
1204699.8054,5030797.334,NaN
1204632.2833,5030726.3846,NaN
1204595.0786,5030732.011,NaN
1204476.0516,5030754.4537,NaN
1204459.2484,5030824.7836,NaN
1204390.1881,5030817.5191,NaN
1204501.4981,5030676.6276,NaN
1204103.1404,5031048.828,NaN
1204540.4828,5030513.1054,NaN
1205456.7566,5029254.159,NaN
1206282.2583,5027174.5299,NaN
1206324.5917,5027269.7801,NaN
1205048.8321,5031607.6027,NaN
1205126.2722,5031649.272,NaN
1205248.8083,5031690.1434,NaN
1205350.1262,5031756.9285,NaN
1205435.3879,5031890.4133,NaN
1205489.2721,5032003.526,NaN
1205416.449,5031904.9841,NaN
1205627.9744,5032469.7682,NaN
1205600.374,5032511.6724,NaN
1205657.9861,5032665.6279,NaN
1203435.6775,5031086.0411,NaN
1203409.3137,5031138.6069,NaN
1203359.2993,5031186.9245,NaN
1203320.3838,5031266.4809,NaN
1203323.5958,5031327.6751,NaN
1203340.118,5031389.4682,NaN
1203298.7774,5031425.9436,NaN
1203204.4701,5031513.4525,NaN
1203179.2804,5031528.9574,NaN
1203134.27,5031546.3601,NaN
1203077.5463,5031568.1681,NaN
1202992.124,5031574.8209,NaN
1202995.0352,5031552.1411,NaN
1205611.9549,5032781.6862,NaN
1205751.798,5032781.3274,NaN
1205886.8445,5032739.1001,NaN
1203626.6967,5031228.2983,NaN
1203693.541,5031189.1576,NaN
1203815.9412,5031033.6829,NaN
1203971.2308,5031171.8295,NaN
1204014.2574,5031131.1056,NaN
1204184.4675,5031016.9315,NaN
1204324.4089,5030959.4304,NaN
1204335.7278,5030864.6771,NaN
1204739.5136,5030865.9016,NaN
1204751.4513,5030690.0094,NaN
1204867.793,5030810.5712,NaN
1204888.9158,5030885.5766,NaN
1204808.975,5030809.8512,NaN
1204760.1208,5030782.7592,NaN
1205454.2941,5029252.6571,NaN
1204544.2494,5030741.4725,NaN
1198304.6132,5043855.4518,NaN
1198373.192,5043728.3568,NaN
1198419.8426,5043640.1531,NaN
1198466.4991,5043567.3926,NaN
1198431.8984,5043426.1231,NaN
1198471.8853,5043290.2214,NaN
1198503.5408,5043204.9127,NaN
1198430.0741,5042728.2496,NaN
1198404.701,5042722.1776,NaN
1198374.1899,5042707.9291,NaN
1198350.0475,5042683.9384,NaN
1198315.0616,5042661.757,NaN
1198463.5087,5042817.1061,NaN
1198495.7556,5042926.3871,NaN
1198517.3833,5043058.3698,NaN
1198505.5838,5043147.9061,NaN
1198487.8076,5043268.4636,NaN
1198449.1819,5043392.7409,NaN
1198427.3856,5043508.8104,NaN
1198439.3953,5043606.1316,NaN
1198380.4471,5043691.116,NaN
1198307.4329,5043875.3659,NaN
1198320.7216,5042496.8414,NaN
1198334.067,5042451.2819,NaN
1198332.8842,5043835.9452,NaN
1198332.1746,5043815.0797,NaN
1198374.5081,5043714.5378,NaN
1198432.7165,5043621.9335,NaN
1198475.0499,5043539.9125,NaN
1198438.0082,5043415.5581,NaN
1198459.1749,5043293.8495,NaN
1198506.8,5043182.7243,NaN
1198517.3833,5043058.3698,NaN
1198432.7165,5042785.8485,NaN
1198355.9872,5042709.1191,NaN
1204506.9065,5030599.1285,NaN
1204098.0558,5031063.0107,NaN
1204517.3437,5030728.8969,NaN
1204752.6237,5030894.2507,NaN
1204500.7086,5030681.7083,NaN
1204331.1498,5030950.5905,NaN
1204324.4089,5030959.4304,NaN
1204324.4089,5030959.4304,NaN
1204324.4089,5030959.4304,NaN
1204324.4089,5030959.4304,NaN
1204335.7278,5030864.6771,NaN
1204335.7278,5030864.6771,NaN
1204335.7278,5030864.6771,NaN
1204335.7278,5030864.6771,NaN
1204469.7352,5030741.6285,NaN
1204532.601,5030756.3843,NaN
1204601.7225,5030733.1,NaN
1204515.0892,5030597.7196,NaN
1204488.7613,5030754.4559,NaN
1204498.5336,5030768.6044,NaN
1204707.6319,5031132.225,NaN
1204673.8172,5030988.5299,NaN
1204704.9024,5030800.9929,NaN
1204524.4084,5030722.53,NaN
1204507.483,5030681.345,NaN
1204463.5913,5030817.4686,NaN
1204341.9232,5030860.8215,NaN
1204333.6698,5030944.5013,NaN
1204291.4046,5031029.654,NaN
1204320.4476,5031013.5978,NaN
1204407.084,5031059.0818,NaN
1204417.9608,5031079.823,NaN
1204448.6033,5031104.6808,NaN
1204489.6907,5031134.0844,NaN
1204519.9626,5031141.7469,NaN
1204522.0747,5031177.1132,NaN
1204539.8014,5031211.7684,NaN
1204406.1226,5030829.6514,NaN
1204584.3375,5031169.6845,NaN
1204298.0866,5031029.5081,NaN
1204343.51,5031003.9836,NaN
1204408.5247,5031075.6736,NaN
1204527.122,5031221.5809,NaN
1204732.3037,5031319.9598,NaN
1204788.6054,5031266.1098,NaN
1204760.113,5030874.5289,NaN
1204552.598,5030677.5443,NaN
1204544.3824,5030631.6549,NaN
1204575.8284,5031178.8617,NaN
1204584.5632,5031166.0186,NaN